,AFREQ,EXEC,FREQ,INST,INSTnom%,IPC,L2HIT,L2MPI,L3HIT,MEM,PhysIPC%
0,-0.0006864981692132602,0.040662686091324014,0.02720751022536152,-0.0023327681626116497,0.04027632613646329,0.01470016590792783,-0.005321858084071645,0.06375857999722986,0.0046398004709107404,0.15607883290468672,0.01500717713781397
1,,,,,,,,,,,
2,0.0006001999786676122,-0.3461077978322873,-0.0167175204718313,0.4884375816965767,-0.3461426094872378,-0.3338253397734059,-0.02817948535641594,2.2917297879366663,-0.02603665440103706,7.7879896110644555,-0.333886857303124
3,,,,,,,,,,,
4,,,,,,,,,,,
5,,,,,,,,,,,
6,-0.0013744105577586396,0.05503178190195718,0.0409944851208277,-0.008542712404825917,0.05506182103245624,0.025420133786679507,-0.007708439682353433,0.09650315394676112,-0.017611928473677332,1.572560059996216,0.02514337926062967
7,-0.006915434152700943,-0.07004474097206605,0.22503824165460387,0.29934082085639685,-0.06961892240123492,-0.20308395396033097,0.08507086727337265,-0.7446658281442263,-0.03508575272193346,-0.07819199317871038,-0.20371421410932888
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
13,,,,,,,,,,,
14,,,,,,,,,,,
15,,,,,,,,,,,
16,,,,,,,,,,,
17,,,,,,,,,,,
18,-2.8764044019228642e-05,-0.25309689158482956,0.003204662199522008,0.3492698993770304,-0.25319408929286513,-0.25670766714554694,0.12130871159661562,-0.8384150621437843,-0.025121563359446063,-0.49006539193138304,-0.25646114272852255
19,-0.00031785904631783285,0.013948492357702461,0.028199020119005384,0.006195866524626422,0.014002038646035875,-0.011437871185092484,-0.16357325535084624,10.538789131566869,0.0033717577431787104,23.359832819804772,-0.01139165639824941
20,0.0006732546860806144,0.44890094006656495,-0.0151222875844668,-0.3164698091547977,0.44941505155245665,0.4635992158785659,0.007739112371993381,-0.5063993655802136,-0.01620757146313961,-0.26967650589413367,0.4622297300187728
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,-5.229943458264668e-05,0.0005218355864730435,0.0015438996570096648,0.0015691147922282029,0.000662841557756849,-0.0007975783343414644,-0.01517632339627588,0.5778821732509377,-0.027793407766030922,2.3917779793703358,-0.0008218920730346762
26,0.015547333606393609,-0.29290269306072836,-0.40314652046830407,-0.17236854468525387,-0.2930687762712395,0.11008077478088334,-0.002650511107208396,-0.3941950285928001,0.0028413300255635343,-0.21333557637499595,0.1104252101366651
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,1.821528138884212e-05,0.47861973844577055,-0.001855978883748122,-0.3246277285425239,0.4789311681819284,0.48147297201715133,0.01899347687294306,-0.5774500019152924,-0.00451435062849996,-0.5940465512584376,0.48088568081801725
31,,,,,,,,,,,
32,0.000799063072328846,0.43896681469737503,-0.0194840498515298,-0.3128363312836378,0.43927721781081036,0.4574465720684819,0.03513331430786518,-0.8157437101115742,-0.00854489355797624,-0.7861241519164177,0.4575767485261855
33,,,,,,,,,,,
34,0.0027023021484011488,-0.15069784669470188,-0.060929441550753624,0.12149797300291856,-0.15168772113106532,-0.1112981150097704,-0.16221729011800973,17.46916684402114,0.018572248690439705,12.512020263833053,-0.11153674168843805
35,,,,,,,,,,,
36,-0.00029418382954496787,-0.3154537973691517,0.008351459121272838,0.47838550335978836,-0.31566990151952734,-0.32137156337735545,-0.025685081210601732,2.1074612045302907,0.000906091599022017,3.535986890750628,-0.3211817232898618
37,,,,,,,,,,,
38,,,,,,,,,,,
39,,,,,,,,,,,
40,,,,,,,,,,,
41,5.3074858941232465e-05,-0.0034978175411805546,-0.0012119083635649325,2.3187088418240964e-05,-0.003285167648845103,-0.0015948235965860627,-0.0014349016534359624,0.004242449547552297,-0.0027518542125556816,0.024020591996875337,-0.0014743636655676821
42,,,,,,,,,,,
43,,,,,,,,,,,
44,-1.6748883437839046e-06,-0.2838268453045265,-0.010044129974691316,0.3820852201912601,-0.28390069875828344,-0.27663675716737673,0.17675295775253744,-0.8349239432879387,-0.024412754337588095,-0.6675426604635708,-0.27663285163369356
45,0.00031436443181148953,-0.014204261677366565,-0.0060821261568013,0.006953326942399261,-0.014675167153724862,-0.0101821488101137,-0.003894398925713242,0.2722087030829044,0.005494392356119865,-0.16448478629170157,-0.010508684831351272
46,,,,,,,,,,,
47,,,,,,,,,,,
48,,,,,,,,,,,
49,,,,,,,,,,,
50,0.0015005056575853207,0.3472415378389034,-0.02621845605561262,-0.2760326898617697,0.34721369012433967,0.36883044823186584,-0.13277789035201146,4.1571078947021745,0.0345406782431282,1.021283906827804,0.36938841443157167
51,,,,,,,,,,,
52,,,,,,,,,,,
53,,,,,,,,,,,
54,,,,,,,,,,,
55,0.00025277156558153484,-0.010759503970193322,-0.00665671559743272,0.007461016722686381,-0.010275835061696114,-0.006536776936887147,0.008281750109654934,-0.11227220070903829,0.0008826231772478518,-0.26715905126446376,-0.006979544337972324
56,0.00018078805660917024,-0.015580369822139966,-0.009961599858678219,0.0013823353848640676,-0.015236614396053661,-0.004753423231301761,-0.0025390073217986075,0.01923578120051426,0.004684871303515455,0.1684328493320395,-0.0052770914637911195
57,,,,,,,,,,,
58,,,,,,,,,,,
59,,,,,,,,,,,
60,0.0032047012148582795,-0.14451980150158894,-0.07182831278655841,0.0944522209366051,-0.1444235637273277,-0.09895510018739404,-0.1405307615607994,11.198892220788299,0.01591350304722659,8.461232369565812,-0.0988457448081634
61,-0.00019364312745401554,0.009050303506670968,0.0039733547511582945,-0.009075828720980922,0.010617322246666698,0.007218413529618692,-0.014065145159039479,0.23707187445584307,-0.001764281824903663,1.0838617115176425,0.007595931181344893
62,,,,,,,,,,,
63,,,,,,,,,,,
64,,,,,,,,,,,
65,,,,,,,,,,,
66,,,,,,,,,,,
67,,,,,,,,,,,
68,,,,,,,,,,,
69,,,,,,,,,,,
70,0.0014747677464762735,0.40168184878747965,-0.03878827148535129,-0.31052525193181235,0.40142459538304026,0.4411906265114602,0.025397775991531247,-0.6331832422845018,0.0032238664321902442,-0.8075089043597906,0.4409843420066759
71,,,,,,,,,,,
72,-4.255869368686134e-05,-0.3238840770779899,0.0033126247904864416,0.48435912636127704,-0.32327205403571974,-0.32618264681617054,-0.017880425712904453,1.318744627804041,0.0019102024022615086,2.5624096749575433,-0.32595108615362417
73,,,,,,,,,,,
74,0.0012573708375583437,0.41462281248945704,-0.029852216108296553,-0.304138765696652,0.414984902802117,0.44314267169825583,0.015513344710147666,-0.7413387036606998,-0.0032637969948078496,-0.8487129007951919,0.4431672477235855
75,,,,,,,,,,,
76,,,,,,,,,,,
77,,,,,,,,,,,
78,,,,,,,,,,,
79,,,,,,,,,,,
80,,,,,,,,,,,
81,0.0002658446976367386,-0.008574064097166472,-0.005214744896161497,0.002768213829724074,-0.009077387712883975,-0.005347230826152217,0.010953856588244118,-0.23156907070480595,0.029488879744766865,-0.657614527296242,-0.003809961186991527
82,,,,,,,,,,,
83,,,,,,,,,,,
84,0.0012988077026634297,-0.04767211816994206,-0.033791556251995154,0.018755604862165667,-0.047718329682646096,-0.024326275071152856,0.01523083609554705,-0.24370353589829283,0.02277950127578386,-0.6419138310311937,-0.02395077408536553
85,,,,,,,,,,,
86,,,,,,,,,,,
87,0.00812581846395808,-0.31902334120436887,-0.20667997215173073,0.171345578697615,-0.3195324982996261,-0.17855892738491985,-0.07491391257743987,6.010441549023594,0.04336102515313422,0.4068670949472148,-0.1786501742146862
88,,,,,,,,,,,
89,-0.0001918990471922164,-0.0010447899326726704,0.00016630237008381164,0.003512329565406615,-0.0004041829073218196,-0.0018667628004583512,0.008459461077414925,-0.1986050208739469,0.034278558696999674,-0.5876497662039747,-0.002415477877387846
90,0.002040452963843042,0.020193849530807627,0.006610128478833211,-0.017799431560520926,0.021157244036580845,0.017133077247188228,0.022730398836012102,-0.3099867710032595,0.01481490719026392,-0.45464553451790113,0.016502475854103263
91,,,,,,,,,,,
92,,,,,,,,,,,
93,,,,,,,,,,,
94,,,,,,,,,,,
95,,,,,,,,,,,
96,,,,,,,,,,,
97,,,,,,,,,,,
98,0.000823269387522614,-0.03705897779129186,-0.028375935924957518,0.013209439849079272,-0.03690725308850229,-0.0165028812390089,-0.009973105167856778,0.29676878885845326,-0.019325007639949106,0.25638679548716126,-0.015210038789023425
99,0.0011337659861548623,-0.025953960416540953,-0.029636688858961608,-0.0009587719330837596,-0.024588591974258885,-0.005140543772192471,0.017941147127755405,-0.34398596391360964,0.01631922518927218,-0.6700025873695602,-0.005447938981505876
100,-0.00370612248402512,0.19812716409946085,0.12391168153128962,-0.05662554307262106,0.19815214261007577,0.08380520195756755,-0.04164963646629765,0.07510022889377053,0.0006616688643108043,1.3213192781205143,0.08373638208909409
101,,,,,,,,,,,
102,,,,,,,,,,,
103,,,,,,,,,,,
104,-0.0009627364375289611,0.522678170828109,0.021115071073365344,-0.3328619573568946,0.5223242090468839,0.503006387373375,0.011393527769395975,-0.4986251169620205,-0.0021074523349413478,-0.49587413966086447,0.5022832896352915
105,,,,,,,,,,,
106,,,,,,,,,,,
107,,,,,,,,,,,
108,,,,,,,,,,,
109,-0.015562326973090628,1.1850827817527083,0.6918421822613154,-0.224668601237523,1.1847658370431435,0.35770042855139184,0.03110548612972616,-0.6381424676720329,0.0013579495746531922,-0.6675998156926215,0.35694439982795173
110,,,,,,,,,,,
111,,,,,,,,,,,
112,,,,,,,,,,,
113,,,,,,,,,,,
114,0.005791205314214588,0.13675554635781806,-0.14555728056561432,-0.2363536311223196,0.13658040814395878,0.28129828530123663,-0.11271346764434967,3.9519520683246787,0.014225160282560774,2.09612976615973,0.2814412136683252
115,0.00019177751279104914,-0.3287117894228008,-0.0030660143076493137,0.4817700439904203,-0.3284557769296059,-0.3265655629797296,-0.009652933287537043,0.9221254029299073,-0.011304327697532627,4.169823754636632,-0.3265412519134614
116,-0.0002726742511144089,-0.3171481392691103,0.007276775621726591,0.4775780426899724,-0.31688314317918137,-0.32149030147047414,-0.0235698187840616,1.7502099457366858,-0.016261169478412132,4.979656943796492,-0.32163159147542775
117,,,,,,,,,,,
118,,,,,,,,,,,
119,-0.013148906632285245,0.920540520503586,0.5405146106255648,-0.19296429843084162,0.9195477792797796,0.30865863959651074,0.04954561535103936,-0.8107611212931303,-0.009698103655802835,-0.6256556821336158,0.3080754871862895
120,,,,,,,,,,,
121,,,,,,,,,,,
122,-0.00022224018258978245,0.008163270862695818,0.002561715715328519,-0.0028019793679112874,0.008531238978948516,0.0060593034728540504,0.004005620404233367,0.05246014141208341,-0.008866168545221376,0.1966165036992323,0.005456709970398544
123,3.4261167447007035e-05,-0.0033563639030983077,-0.001290661475995239,9.919646942279525e-05,-0.00347700476487682,-0.0020936821444151907,-0.008720460327543325,0.3071459408398691,-0.0033733729914570665,0.2710072397263388,-0.002542492264281212
124,0.0011594451188606009,-0.04284856349159711,-0.031809092731460764,0.013627749715131221,-0.04265897227287179,-0.020933698996731857,-0.001632238598537561,0.22900757418134104,0.00983900538567246,-0.19590688143758858,-0.020781643943668368
125,,,,,,,,,,,
126,0.0005561890750967653,-0.34248877265253286,-0.012202752330371696,0.4898334942997672,-0.34267473728624676,-0.3340987032085616,-0.017398327865579436,1.389876465327108,-0.0063448041673731465,2.822319574648541,-0.33405555513691115
127,,,,,,,,,,,
128,,,,,,,,,,,
129,,,,,,,,,,,
130,0.0008776054541868662,0.29152297020483087,-0.018252553325842042,-0.24075602457504877,0.29169999783626205,0.3111987750494721,-0.140721792231415,7.066869066045702,0.023950837199470082,1.854144236081801,0.30985730587650745
131,,,,,,,,,,,
132,-0.00019454375921873753,-0.2616705118493938,-0.003638594060113505,0.3472510374756766,-0.26173903838369816,-0.25798386526268446,0.16229451954083046,-0.849775987776979,-0.03264490368455158,-0.5124700627903318,-0.258196013840557
133,,,,,,,,,,,
134,-0.00015763462258876006,0.009447494691186683,0.004874155498496089,-0.0025049280128173596,0.009416713250605177,0.004975793018489019,0.005533694554073499,-0.02848137158228572,-0.008252401235515384,0.01974106056770192,0.005082851118270286
135,-0.006927099383952308,0.2840852484962065,0.26106217092765505,-0.0017688236562988628,0.2839362533541715,0.06311578281118617,-0.05571616240268158,2.29464148535177,0.020218302635122285,0.03900027364606176,0.06293917946257352
136,,,,,,,,,,,
137,0.00039462995699785213,0.0399839346318703,-0.023288047258825932,-0.05441579021351775,0.039566046836921956,0.06090848601316492,0.14467815713290372,-0.9370158035035845,-0.03534535305732697,-0.8299531193108979,0.06060788189480566
138,-0.002222987713143075,-0.22747045756255818,0.04529254660469131,0.3570156250511939,-0.227161133066191,-0.25116691448976497,0.12430380810033932,-0.7399193865645244,-0.056556425362520056,-0.0934067285045399,-0.2514837447661837
139,,,,,,,,,,,
140,,,,,,,,,,,
141,-0.0010801605372583632,-0.300253928899666,0.015933353245708565,0.43795909988634835,-0.3006079577595335,-0.2999946747992697,0.13625010864471224,-0.7596703805821388,-0.045226780681533775,-0.3920393096953784,-0.3005921139594221
142,0.0012225665705468626,-0.3647392706053043,-0.02560762626365038,0.5077469244206385,-0.36499355161875235,-0.34561156918295505,-0.004834429399029331,0.7568616327597298,0.005309033398432344,0.7475785982241472,-0.3453095866082793
143,,,,,,,,,,,
144,,,,,,,,,,,
145,,,,,,,,,,,
146,-0.0006817929635609993,-0.25955126473220375,0.007767846643028336,0.3734133306565475,-0.25910132054042767,-0.26503843662808263,0.13472469933185072,-0.7710098662285588,-0.04366851546109923,-0.3386924253765859,-0.2656491691286643
147,0.013691000068285919,-0.42583648936212515,-0.35843849289131996,0.14418724931775972,-0.4258125114534878,-0.16847298530297317,0.1333238658229231,-0.850893974868723,-0.03022566805120428,-0.5920878342746343,-0.16861707990110675
148,3.152659877730153e-05,-0.004124650608600703,-0.0015041912321895315,0.002392377828809138,-0.004313632343650601,-0.0021973171795208256,0.0030836173359628767,-0.12398161986016733,0.000395257016577728,-0.1924208941702042,-0.0028446434310596884
149,0.012188222877825361,-0.1521027033162278,-0.3114682603334685,-0.18981288273607788,-0.15224238103661555,0.15737240252878737,-0.052189572372494886,1.3005450930309403,0.003685665067505732,0.5697287776617846,0.15818116403814023
150,,,,,,,,,,,
151,,,,,,,,,,,
152,,,,,,,,,,,
153,,,,,,,,,,,
154,,,,,,,,,,,
155,-0.0007862687565455114,0.11554477577279809,0.012921715727027923,-0.0956153108067522,0.11599257678743069,0.10897955123130043,0.1410369839657296,-0.916369426004108,-0.039452670467245377,-0.7300869707731881,0.10768001286368974
156,,,,,,,,,,,
157,-0.0004576742515835111,-0.3105227054853958,0.011672010069602069,0.4755790983381354,-0.3109286361855811,-0.3190222957946834,-0.0217484389942991,1.8693095801247013,0.00795402095558686,1.690584519556568,-0.3181872143876299
158,,,,,,,,,,,
159,,,,,,,,,,,
160,,,,,,,,,,,
161,0.00359500039465536,-0.16784099405640077,-0.08677616334060367,0.11042294578746537,-0.16777811096792888,-0.11078227000511914,-0.11752788542840643,10.30721526031437,0.021356273599601516,5.714961768031355,-0.11091175597982324
162,-0.0005056929694337496,0.03187525956120098,0.014169014272788778,-0.009077811240559718,0.031759019496952506,0.017083276802328337,0.000895590256294225,0.01373170069169011,0.004189075428604982,-0.024702779671446833,0.0170468145546523
163,,,,,,,,,,,
164,,,,,,,,,,,
165,,,,,,,,,,,
166,,,,,,,,,,,
167,,,,,,,,,,,
168,0.00014176714675560138,-0.0013040622923973257,0.0006620613612677398,0.003399576321767361,-0.0011447557899554872,-0.002328908761439962,-0.020483842622046774,0.7618487933404429,-0.028093299104716703,3.4415338939185895,-0.0031278803970369706
169,,,,,,,,,,,
170,,,,,,,,,,,
171,,,,,,,,,,,
172,-0.013836597702685322,0.7824409467218012,0.5412333667326414,-0.14318643446604987,0.7822341595051572,0.2318257263412367,-0.11283942973885398,2.051943027056169,0.018694503022620792,1.9444599551508586,0.23170082105128362
173,,,,,,,,,,,
174,,,,,,,,,,,
175,0.0009272693667726813,-0.031538787773377736,-0.0200866315376615,0.015094028144292346,-0.03131738235516341,-0.018489054142478704,-0.0034489438377395087,0.08199582113462003,-0.009112252804739096,1.1051060514247977,-0.018894527499420857
176,,,,,,,,,,,
177,,,,,,,,,,,
178,-0.009698613618571963,0.5327694076933533,0.34805539340507213,-0.11569670898245961,0.5324865205285174,0.20358626809521327,0.009155874732751822,-0.5014221959980778,-0.01620647880711626,1.4829786288486573,0.2028944180231596
179,0.0013614606551538512,-0.12232501399430151,-0.025954180138867147,0.11144283933609662,-0.12225344678753294,-0.10604821577337521,-0.14047776997110187,17.521277440209136,0.021811434468220668,9.81614857038458,-0.10572831751535161
180,,,,,,,,,,,
181,,,,,,,,,,,
182,,,,,,,,,,,
