Configuration,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C4res%,C5res%,C6res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,Proc Energy (Joules),READ,TIME(ticks),WRITE,Slowdown
num-800000,1.10E+06,1.01,97.4,0,2.64,0,0,0,0,0,0,0,0,1.27,0.982,1.42E+06,2.55,63.7,1.3,0.655,525,0.000369,0.669,168,0.000118,2.6,64.9,2.19E+03,123,1.39E+05,133,1.410587458
num-800000,1.16E+06,1.01,99.5,0,0.531,0,0,0,0,0,0,0,0,1.2,1,1.39E+06,2.39,59.9,1.2,0.652,628,0.000452,0.484,308,0.000222,2.39,59.9,2.26E+03,162,1.45E+05,229,1.467808596
num-800000,8.72E+05,1.01,85.5,0,14.1,0,0,0,0,0,0,0,0,1.05,0.863,1.06E+06,2.1,52.6,1.22,0.696,454,0.000427,0.486,218,0.000205,2.44,60.9,1.89E+03,142,1.26E+05,239,1.282361652
num-800000,1.17E+06,1.01,99.8,0,0.18,0,0,0,0,0,0,0,0,1.18,1.01,1.38E+06,2.36,59,1.17,0.676,552,0.000401,0.492,264,0.000192,2.35,58.7,2.26E+03,158,1.46E+05,259,1.47671035
num-800000,1.03E+06,1.01,94.5,0,5.47,0,0,0,0,0,0,0,0,1.15,0.954,1.25E+06,2.31,57.7,1.21,0.656,533,0.000426,0.449,277,0.000221,2.42,60.5,2.11E+03,145,1.36E+05,230,1.374245177
num-800000,1.08E+06,1.01,96.9,0,3.05,0,0,0,0,0,0,0,0,1.26,0.978,1.40E+06,2.53,63.1,1.29,0.693,518,0.000371,0.593,204,0.000146,2.58,64.5,2.18E+03,135,1.38E+05,150,1.400488828
num-800000,6.53E+05,1.01,66.4,0,32.6,0,0,0,0,0,0,0,0,0.794,0.672,7.72E+05,1.59,39.7,1.18,0.687,737,0.000955,0.631,234,0.000304,2.37,59.1,1.62E+03,185,1.21E+05,186,1.230531122
num-800000,1.18E+06,0.941,99.8,0,0.186,0,0,0,0,0,0,0,0,1.08,0.939,1.36E+06,2.16,54.1,1.15,0.673,557,0.000409,0.412,305,0.000224,2.3,57.6,2.05E+03,169,1.57E+05,297,1.594793276
num-800000,1.11E+06,1.01,96.1,0,3.77,0,0,0,0,0,0,0,0,0.944,0.97,1.08E+06,1.89,47.2,0.973,0.711,1.07E+03,0.000989,0.584,371,0.000345,1.95,48.7,2.17E+03,295,1.43E+05,318,1.442962815
num-800000,1.17E+06,0.961,99.8,0,0.241,0,0,0,0,0,0,0,0,1.1,0.959,1.34E+06,2.2,55,1.15,0.661,606,0.000452,0.416,333,0.000248,2.3,57.4,2.12E+03,174,1.52E+05,288,1.543911589
num-800000,1.12E+06,0.96,96.7,0,3.25,0,0,0,0,0,0,0,0,0.965,0.928,1.16E+06,1.93,48.3,1.04,0.67,803,0.000693,0.432,427,0.000368,2.08,52,2.02E+03,220,1.50E+05,333,1.523283495
num-800000,1.18E+06,0.941,99.8,0,0.179,0,0,0,0,0,0,0,0,1.14,0.939,1.44E+06,2.29,57.2,1.22,0.67,471,0.000327,0.468,236,0.000164,2.44,60.9,2.09E+03,145,1.57E+05,244,1.594077082
num-800000,1.13E+06,1.01,98.5,0,1.53,0,0,0,0,0,0,0,0,1.22,0.992,1.39E+06,2.44,60.9,1.23,0.698,718,0.000517,0.604,262,0.000188,2.46,61.5,2.24E+03,176,1.42E+05,174,1.441047916
num-800000,1.18E+06,1.01,99.6,0,0.366,0,0,0,0,0,0,0,0,1.03,1.01,1.21E+06,2.06,51.6,1.02,0.702,964,0.0008,0.518,412,0.000342,2.05,51.1,2.28E+03,275,1.46E+05,315,1.480017853
num-800000,9.21E+05,1.01,87.2,0,12.7,0,0,0,0,0,0,0,0,0.962,0.879,1.01E+06,1.92,48.1,1.1,0.687,787,0.000779,0.538,331,0.000328,2.19,54.8,1.96E+03,211,1.31E+05,278,1.326310739
num-800000,1.17E+06,0.961,99.7,0,0.275,0,0,0,0,0,0,0,0,1.08,0.959,1.32E+06,2.16,54,1.13,0.655,679,0.000516,0.498,317,0.000241,2.25,56.3,2.10E+03,186,1.52E+05,291,1.54334454
num-800000,8.12E+05,0.961,79.2,0,20.6,0,0,0,0,0,0,0,0,0.778,0.761,8.31E+05,1.56,38.9,1.02,0.699,853,0.00103,0.526,365,0.00044,2.05,51.1,1.70E+03,234,1.33E+05,289,1.356645715
num-800000,1.18E+06,0.962,99.5,0,0.511,0,0,0,0,0,0,0,0,1.11,0.957,1.36E+06,2.21,55.4,1.16,0.699,995,0.000731,0.646,301,0.000221,2.31,57.9,2.17E+03,237,1.54E+05,201,1.555653172
num-800000,1.05E+06,1.03,94.7,0,5.16,0,0,0,0,0,0,0,0,1.2,0.975,1.28E+06,2.39,59.8,1.23,0.715,681,0.000531,0.654,218,0.00017,2.45,61.3,2.24E+03,166,1.34E+05,180,1.355865684
num-800000,9.35E+05,0.957,89.5,0,10.5,0,0,0,0,0,0,0,0,1.05,0.857,1.14E+06,2.09,52.3,1.22,0.649,640,0.00056,0.562,256,0.000224,2.44,61,1.87E+03,169,1.36E+05,236,1.38141469
num-1000000,1.41E+06,1.01,98.4,0,1.56,0,0,0,0,0,0,0,0,1.13,0.993,1.59E+06,2.25,56.3,1.13,0.679,1.02E+03,0.000639,0.531,444,0.000278,2.27,56.7,2.77E+03,271,1.77E+05,318,1.437862739
num-1000000,1.40E+06,1.01,96.7,0,3.29,0,0,0,0,0,0,0,0,1.02,0.975,1.47E+06,2.04,50.9,1.04,0.666,1.01E+03,0.000692,0.434,534,0.000364,2.09,52.2,2.72E+03,276,1.80E+05,417,1.465322261
num-1000000,1.35E+06,1.01,96.9,0,3.09,0,0,0,0,0,0,0,0,1.26,0.977,1.74E+06,2.52,63,1.29,0.696,646,0.000371,0.588,255,0.000146,2.58,64.4,2.72E+03,173,1.73E+05,189,1.404072886
num-1000000,5.55E+05,1.01,50.1,0,44.8,0,0,0,0,0,0,0,0,0.746,0.505,8.20E+05,1.49,37.3,1.48,0.658,503,0.000613,0.617,181,0.000221,2.95,73.9,1.66E+03,133,1.37E+05,166,1.123775233
num-1000000,1.38E+06,1.01,97.5,0,2.53,0,0,0,0,0,0,0,0,1.05,0.985,1.48E+06,2.11,52.6,1.07,0.646,895,0.000605,0.503,408,0.000276,2.14,53.4,2.72E+03,243,1.76E+05,427,1.427223514
num-1000000,1.43E+06,1.01,99.2,0,0.763,0,0,0,0,0,0,0,0,1.15,1,1.65E+06,2.31,57.6,1.15,0.702,1.19E+03,0.000722,0.635,369,0.000224,2.3,57.6,2.82E+03,285,1.79E+05,249,1.453330291
num-1000000,9.67E+05,1.01,79.2,0,20.7,0,0,0,0,0,0,0,0,1.13,0.802,1.37E+06,2.27,56.7,1.41,0.661,657,0.00048,0.63,219,0.00016,2.83,70.7,2.29E+03,166,1.51E+05,174,1.224960891
num-1000000,1.44E+06,1.02,99.8,0,0.169,0,0,0,0,0,0,0,0,1.35,1.02,1.92E+06,2.7,67.6,1.33,0.672,437,0.000227,0.613,164,8.54E-05,2.66,66.5,2.90E+03,122,1.77E+05,140,1.442467976
num-1000000,1.07E+06,1.01,82.1,0,17.8,0,0,0,0,0,0,0,0,0.759,0.829,9.78E+05,1.52,37.9,0.915,0.664,1.03E+03,0.00105,0.514,448,0.000458,1.83,45.7,2.23E+03,273,1.61E+05,419,1.310492961
num-1000000,1.19E+06,1.01,90.1,0,9.55,0,0,0,0,0,0,0,0,0.921,0.911,1.20E+06,1.84,46,1.01,0.67,938,0.000782,0.415,509,0.000424,2.02,50.5,2.40E+03,259,1.63E+05,401,1.324388947
num-1000000,1.36E+06,1.01,96.7,0,3.22,0,0,0,0,0,0,0,0,1.01,0.978,1.41E+06,2.03,50.7,1.04,0.677,1.00E+03,0.00071,0.449,509,0.00036,2.07,51.9,2.66E+03,276,1.74E+05,400,1.416540804
num-1000000,8.87E+05,1.01,72.2,0,27.2,0,0,0,0,0,0,0,0,0.802,0.732,9.72E+05,1.6,40.1,1.1,0.695,848,0.000872,0.509,382,0.000393,2.19,54.8,2.12E+03,243,1.51E+05,329,1.235208665
num-1000000,8.74E+05,1.01,74.5,0,25.4,0,0,0,0,0,0,0,0,1.14,0.752,1.33E+06,2.29,57.2,1.52,0.66,491,0.000369,0.598,185,0.000139,3.04,76.1,2.17E+03,128,1.45E+05,149,1.180911013
num-1000000,1.41E+06,1.01,99.6,0,0.423,0,0,0,0,0,0,0,0,1.33,1,1.87E+06,2.65,66.3,1.32,0.672,431,0.000231,0.526,199,0.000107,2.64,66,2.78E+03,123,1.76E+05,158,1.430755971
num-1000000,1.01E+06,1.01,80.8,0,18.7,0,0,0,0,0,0,0,0,0.953,0.816,1.18E+06,1.91,47.7,1.17,0.667,807,0.000683,0.463,405,0.000342,2.34,58.4,2.26E+03,221,1.55E+05,305,1.262425148
num-1000000,1.45E+06,1.01,99.7,0,0.309,0,0,0,0,0,0,0,0,1.22,1,1.76E+06,2.45,61.1,1.22,0.673,575,0.000326,0.42,318,0.000181,2.44,60.9,2.80E+03,163,1.80E+05,280,1.463848182
num-1000000,1.41E+06,1.01,98.9,0,1.14,0,0,0,0,0,0,0,0,1.23,0.996,1.74E+06,2.46,61.5,1.23,0.684,911,0.000523,0.62,324,0.000186,2.47,61.7,2.79E+03,214,1.77E+05,211,1.438866425
num-1000000,1.22E+06,1.01,93.2,0,6.78,0,0,0,0,0,0,0,0,1.27,0.94,1.65E+06,2.54,63.4,1.35,0.674,440,0.000266,0.525,203,0.000123,2.7,67.5,2.53E+03,120,1.63E+05,153,1.324172392
num-1000000,1.43E+06,1.01,99,0,0.974,0,0,0,0,0,0,0,0,1.18,0.999,1.69E+06,2.35,58.8,1.18,0.695,1.09E+03,0.000646,0.623,361,0.000214,2.35,58.9,2.83E+03,266,1.79E+05,243,1.458690929
num-1000000,1.32E+06,1.01,95.5,0,4.46,0,0,0,0,0,0,0,0,1.02,0.964,1.41E+06,2.05,51.2,1.06,0.659,880,0.000625,0.4,494,0.00035,2.13,53.2,2.60E+03,242,1.72E+05,399,1.399101595
num-500000,7.39E+05,1.01,99.5,0,0.523,0,0,0,0,0,0,0,0,1.07,1,7.89E+05,2.14,53.5,1.07,0.682,533,0.000675,0.539,223,0.000282,2.13,53.3,1.42E+03,147,9.21E+04,195,1.436021121
num-500000,7.38E+05,1.01,99.5,0,0.507,0,0,0,0,0,0,0,0,1.24,1,9.14E+05,2.48,62,1.24,0.686,466,0.00051,0.627,158,0.000173,2.48,61.9,1.45E+03,112,9.20E+04,101,1.436927115
num-500000,5.25E+05,1.01,81.7,0,18,0,0,0,0,0,0,0,0,1.16,0.829,7.36E+05,2.32,58.1,1.4,0.709,327,0.000444,0.588,128,0.000173,2.81,70.1,1.24E+03,89.8,7.92E+04,98,1.238068495
num-500000,7.49E+05,1.01,99.8,0,0.231,0,0,0,0,0,0,0,0,1.14,1,8.51E+05,2.28,57,1.14,0.667,369,0.000434,0.463,184,0.000216,2.27,56.8,1.44E+03,109,9.32E+04,190,1.456605086
num-500000,7.43E+05,1.01,99.8,0,0.211,0,0,0,0,0,0,0,0,1.34,1.01,9.84E+05,2.68,66.9,1.32,0.682,227,0.000231,0.621,83.8,8.52E-05,2.65,66.2,1.47E+03,65.6,9.18E+04,77.2,1.433202385
num-500000,5.85E+05,1.01,84,0,15.7,0,0,0,0,0,0,0,0,0.812,0.845,5.62E+05,1.62,40.6,0.961,0.702,642,0.00114,0.514,276,0.000491,1.92,48.1,1.22E+03,178,8.65E+04,196,1.349941613
num-500000,7.44E+05,1.01,99.7,0,0.299,0,0,0,0,0,0,0,0,1.12,1.01,8.25E+05,2.24,55.9,1.11,0.674,434,0.000525,0.473,213,0.000258,2.22,55.5,1.44E+03,121,9.22E+04,187,1.440775934
num-500000,6.16E+05,1.02,87.3,0,12.7,0,0,0,0,0,0,0,0,0.95,0.886,6.60E+05,1.9,47.5,1.07,0.658,432,0.000655,0.472,206,0.000312,2.14,53.6,1.31E+03,127,8.68E+04,221,1.355392652
num-500000,7.37E+05,1.01,99.6,0,0.377,0,0,0,0,0,0,0,0,1.24,1.01,9.07E+05,2.49,62.2,1.23,0.685,479,0.000528,0.632,159,0.000175,2.46,61.6,1.47E+03,119,9.13E+04,101,1.42346238
num-500000,7.42E+05,1.01,99.7,0,0.289,0,0,0,0,0,0,0,0,1.29,1,9.55E+05,2.58,64.6,1.29,0.678,331,0.000347,0.634,115,0.00012,2.58,64.4,1.45E+03,88.4,9.24E+04,93.2,1.442421818
num-500000,7.15E+05,1.01,97.9,0,2.07,0,0,0,0,0,0,0,0,1.15,0.992,8.30E+05,2.3,57.6,1.16,0.674,399,0.000481,0.482,195,0.000235,2.32,58.1,1.43E+03,114,9.01E+04,162,1.406045101
num-500000,7.43E+05,1.01,99.7,0,0.267,0,0,0,0,0,0,0,0,1.15,1.01,8.48E+05,2.3,57.4,1.14,0.684,459,0.000542,0.488,219,0.000258,2.28,57,1.45E+03,133,9.23E+04,164,1.439963165
num-500000,8.15E+05,1.01,99.8,0,0.189,0,0,0,0,0,0,0,0,1.22,1.01,9.86E+05,2.44,60.9,1.21,0.664,310,0.000314,0.476,152,0.000154,2.42,60.5,1.59E+03,96.9,1.01E+05,165,1.575944031
num-500000,6.05E+05,1,89.1,0,10.6,0,0,0,0,0,0,0,0,1.09,0.895,7.39E+05,2.19,54.7,1.22,0.708,473,0.00064,0.588,177,0.00024,2.44,61.1,1.27E+03,117,8.45E+04,119,1.318820663
num-500000,7.83E+05,1.02,99.6,0,0.41,0,0,0,0,0,0,0,0,1.14,1.02,8.75E+05,2.27,56.8,1.12,0.65,474,0.000542,0.512,213,0.000243,2.23,55.9,1.56E+03,128,9.64E+04,197,1.503292516
num-500000,7.46E+05,1.01,99.7,0,0.333,0,0,0,0,0,0,0,0,1.2,1,8.95E+05,2.41,60.2,1.2,0.692,360,0.000402,0.536,158,0.000176,2.4,60,1.45E+03,97.9,9.29E+04,139,1.449031102
num-500000,5.98E+05,1,87.9,0,12,0,0,0,0,0,0,0,0,1.22,0.882,8.24E+05,2.43,60.8,1.38,0.672,285,0.000346,0.556,120,0.000145,2.76,68.9,1.30E+03,81,8.47E+04,95,1.327097158
num-500000,7.38E+05,1.01,99.7,0,0.288,0,0,0,0,0,0,0,0,1.22,1.01,8.92E+05,2.44,61.1,1.21,0.685,448,0.000502,0.613,160,0.00018,2.42,60.5,1.46E+03,121,9.13E+04,126,1.423993217
num-500000,4.11E+05,1.01,70.6,0,29.1,0,0,0,0,0,0,0,0,1.11,0.71,6.44E+05,2.22,55.6,1.56,0.677,181,0.000281,0.479,91.1,0.000142,3.13,78.2,1.05E+03,54.6,7.24E+04,77.3,1.139586814
num-500000,6.39E+05,1,91.1,0,8.85,0,0,0,0,0,0,0,0,1.18,0.914,8.27E+05,2.36,59.1,1.29,0.709,357,0.000432,0.599,136,0.000165,2.58,64.6,1.32E+03,97.3,8.74E+04,106,1.365403683
num-100000,1.79E+05,1.03,96.6,0,3.41,0,0,0,0,0,0,0,0,1.12,0.991,2.03E+05,2.25,56.1,1.13,0.704,102,0.000506,0.568,42.8,0.000211,2.27,56.6,364,28.8,2.25E+04,41.3,1.397659343
num-100000,1.74E+05,0.999,99.6,0,0.39,0,0,0,0,0,0,0,0,1.31,0.995,2.28E+05,2.62,65.4,1.31,0.656,71.4,0.000313,0.681,21.5,9.44E-05,2.63,65.7,334,18.6,2.18E+04,17.9,1.349819137
num-100000,1.97E+05,0.997,98.7,0,1.33,0,0,0,0,0,0,0,0,1.01,0.984,2.03E+05,2.03,50.6,1.03,0.68,164,0.000807,0.51,71.6,0.000353,2.06,51.5,368,43.6,2.50E+04,54.4,1.554545049
num-100000,9.96E+04,0.995,65.7,0,31.6,0,0,0,0,0,0,0,0,0.755,0.654,1.15E+05,1.51,37.7,1.15,0.652,124,0.00108,0.591,45.1,0.000392,2.31,57.7,239,31,1.91E+04,30.4,1.213967145
num-100000,1.85E+05,1,86.4,0,13.6,0,0,0,0,0,0,0,0,1.21,0.865,2.60E+05,2.43,60.6,1.4,0.628,113,0.000435,0.64,37.2,0.000143,2.8,70.1,405,28.7,2.68E+04,29,1.648878871
num-100000,1.77E+05,1,98.1,0,1.75,0,0,0,0,0,0,0,0,0.911,0.982,1.64E+05,1.82,45.5,0.928,0.71,160,0.000974,0.511,68.2,0.000415,1.86,46.4,327,46.2,2.26E+04,54.5,1.392916784
num-100000,1.75E+05,1.03,99.6,0,0.354,0,0,0,0,0,0,0,0,1.21,1.03,2.08E+05,2.43,60.7,1.18,0.694,129,0.000622,0.62,43.6,0.00021,2.37,59.2,364,35.5,2.14E+04,28.5,1.381939621
num-100000,1.62E+05,1.01,94.7,0,5.13,0,0,0,0,0,0,0,0,0.911,0.955,1.55E+05,1.82,45.5,0.953,0.694,168,0.00108,0.562,62.7,0.000406,1.91,47.7,316,43.7,2.12E+04,45.9,1.32625672
num-100000,2.30E+05,1.02,99.5,0,0.467,0,0,0,0,0,0,0,0,1.02,1.01,2.32E+05,2.03,50.8,1.01,0.695,195,0.000842,0.522,80,0.000345,2.01,50.3,450,55.6,2.85E+04,62.9,1.759856306
num-100000,1.86E+05,1.02,97.1,0,2.9,0,0,0,0,0,0,0,0,1.02,0.995,1.91E+05,2.05,51.2,1.03,0.671,127,0.000663,0.497,57.3,0.000299,2.06,51.5,376,37.2,2.34E+04,58.6,1.440923163
num-100000,2.07E+05,1.01,77.6,0,21.9,0,0,0,0,0,0,0,0,0.971,0.781,2.58E+05,1.94,48.5,1.24,0.67,217,0.000841,0.595,77.4,0.0003,2.49,62.1,488,53.4,3.32E+04,54.8,2.035377014
num-100000,7.41E+04,1.05,52,0,43,0,0,0,0,0,0,0,0,0.729,0.543,9.95E+04,1.46,36.4,1.34,0.646,47.7,0.000479,0.346,28,0.000282,2.68,67.1,241,16.5,1.71E+04,35.7,1.064973836
num-100000,1.78E+05,0.997,99.8,0,0.192,0,0,0,0,0,0,0,0,1.11,0.995,1.98E+05,2.21,55.3,1.11,0.679,109,0.000549,0.538,46.3,0.000235,2.22,55.5,331,30.9,2.24E+04,43.2,1.376668525
num-100000,1.78E+05,1.03,99.8,0,0.205,0,0,0,0,0,0,0,0,1.16,1.03,2.02E+05,2.33,58.2,1.13,0.67,116,0.000573,0.515,52.4,0.000259,2.27,56.7,361,30.9,2.17E+04,37.1,1.364986443
num-100000,3.36E+05,1.02,90.9,0,8.42,0,0,0,0,0,0,0,0,0.771,0.926,2.80E+05,1.54,38.5,0.833,0.702,453,0.00162,0.616,137,0.00049,1.67,41.6,673,119,4.53E+04,94.8,2.78184739
num-100000,2.00E+05,1.01,98.9,0,1.13,0,0,0,0,0,0,0,0,1.3,1,2.60E+05,2.6,65,1.3,0.636,79.5,0.000306,0.656,25.8,9.92E-05,2.6,64.9,399,21.3,2.51E+04,25.1,1.546414114
num-100000,1.73E+05,0.993,98.1,0,1.94,0,0,0,0,0,0,0,0,1.03,0.973,1.83E+05,2.06,51.6,1.06,0.699,133,0.000726,0.54,56.3,0.000308,2.12,53,321,37.6,2.22E+04,44.9,1.380073123
num-100000,1.95E+05,1.02,99.7,0,0.278,0,0,0,0,0,0,0,0,1.11,1.02,2.11E+05,2.21,55.3,1.08,0.669,141,0.000667,0.508,62.5,0.000296,2.16,54.1,389,38.1,2.38E+04,45.4,1.474155952
num-100000,9.95E+04,0.982,66.4,0,33.5,0,0,0,0,0,0,0,0,1.16,0.652,1.77E+05,2.32,58,1.78,0.689,35.8,0.000202,0.486,17.7,9.97E-05,3.56,89,261,12.6,1.91E+04,19.1,1.203984841
num-100000,1.77E+05,1.01,99.9,0,0.145,0,0,0,0,0,0,0,0,1.29,1.01,2.25E+05,2.58,64.5,1.27,0.662,54.5,0.000242,0.454,28.5,0.000127,2.55,63.7,351,18,2.18E+04,28,1.345823542
num-300000,4.66E+05,1.02,99.6,0,0.373,0,0,0,0,0,0,0,0,1.28,1.01,5.89E+05,2.56,63.9,1.26,0.687,252,0.000427,0.647,81.9,0.000139,2.53,63.2,936,64.8,5.76E+04,60.6,1.397790439
num-300000,4.54E+05,1.01,99.7,0,0.299,0,0,0,0,0,0,0,0,1.28,1,5.80E+05,2.56,64.1,1.28,0.671,224,0.000386,0.634,77.7,0.000134,2.55,63.9,890,56.8,5.66E+04,59.7,1.372683069
num-300000,1.82E+05,1.02,50.5,0,49.1,0,0,0,0,0,0,0,0,0.735,0.514,2.61E+05,1.47,36.8,1.43,0.647,179,0.000685,0.629,61.2,0.000235,2.86,71.5,550,46,4.44E+04,53.5,1.078408032
num-300000,4.07E+05,1,94.9,0,4.98,0,0,0,0,0,0,0,0,1.26,0.952,5.36E+05,2.51,62.8,1.32,0.673,173,0.000322,0.558,74.2,0.000138,2.64,66,814,44.8,5.33E+04,51.9,1.296886093
num-300000,3.89E+05,1.01,87.7,0,12.1,0,0,0,0,0,0,0,0,0.947,0.884,4.16E+05,1.89,47.3,1.07,0.7,345,0.000829,0.496,153,0.000367,2.14,53.5,809,93.1,5.49E+04,114,1.332038205
num-300000,4.59E+05,1.01,99.7,0,0.272,0,0,0,0,0,0,0,0,1.13,1.01,5.15E+05,2.26,56.5,1.12,0.666,301,0.000586,0.532,129,0.000251,2.24,56.1,890,81.1,5.69E+04,109,1.382347088
num-300000,4.62E+05,1.01,99.5,0,0.53,0,0,0,0,0,0,0,0,1.29,1,5.97E+05,2.59,64.7,1.29,0.662,224,0.000375,0.659,71.4,0.00012,2.59,64.7,901,55.4,5.77E+04,51.1,1.39816012
num-300000,4.61E+05,1.01,99.8,0,0.236,0,0,0,0,0,0,0,0,1.3,1.01,5.95E+05,2.6,65,1.29,0.671,212,0.000357,0.682,63.7,0.000107,2.58,64.6,906,52.5,5.72E+04,49.7,1.386406683
num-300000,2.55E+05,0.998,69.1,0,30.4,0,0,0,0,0,0,0,0,1.04,0.689,3.84E+05,2.08,52,1.51,0.678,105,0.000273,0.44,56.3,0.000147,3.02,75.5,636,34,4.62E+04,51.7,1.127052001
num-300000,2.89E+05,1.02,75.2,0,24.7,0,0,0,0,0,0,0,0,0.954,0.766,3.60E+05,1.91,47.7,1.25,0.634,221,0.000613,0.534,94.5,0.000262,2.49,62.3,696,58.8,4.73E+04,87.9,1.148582575
num-300000,4.51E+05,1.02,97.3,0,2.51,0,0,0,0,0,0,0,0,0.78,0.989,3.56E+05,1.56,39,0.789,0.709,470,0.00132,0.5,203,0.000569,1.58,39.4,843,133,5.70E+04,152,1.388409238
num-300000,4.69E+05,1.02,99.9,0,0.125,0,0,0,0,0,0,0,0,1.18,1.01,5.46E+05,2.36,59.1,1.17,0.645,231,0.000422,0.408,128,0.000235,2.33,58.3,924,65.6,5.78E+04,105,1.401900397
num-300000,2.05E+05,1,54.8,0,43.6,0,0,0,0,0,0,0,0,0.738,0.55,2.75E+05,1.48,36.9,1.34,0.651,227,0.000823,0.646,73.1,0.000265,2.69,67.1,562,55.3,4.67E+04,57.1,1.135822533
num-300000,4.85E+05,1.01,99.8,0,0.193,0,0,0,0,0,0,0,0,1.15,1,5.55E+05,2.3,57.4,1.14,0.686,257,0.000464,0.464,128,0.000231,2.29,57.2,932,75,6.04E+04,111,1.468749765
num-300000,6.92E+05,1.01,92.8,0,7.24,0,0,0,0,0,0,0,0,1.25,0.933,9.27E+05,2.5,62.5,1.34,0.625,306,0.00033,0.651,102,0.00011,2.68,67,1.43E+03,81,9.27E+04,94.9,2.242825216
num-300000,2.51E+05,1,63.6,0,35.2,0,0,0,0,0,0,0,0,0.751,0.639,2.95E+05,1.5,37.5,1.18,0.628,239,0.000811,0.418,128,0.000436,2.35,58.8,640,65.8,4.90E+04,101,1.204420857
num-300000,4.73E+05,1.01,99.6,0,0.4,0,0,0,0,0,0,0,0,1.17,1.01,5.46E+05,2.33,58.4,1.15,0.681,292,0.000534,0.557,119,0.000217,2.31,57.7,938,80.4,5.85E+04,102,1.418810273
num-300000,4.56E+05,1,99.8,0,0.177,0,0,0,0,0,0,0,0,1.25,1,5.70E+05,2.5,62.6,1.25,0.666,191,0.000335,0.494,93.1,0.000163,2.5,62.5,874,51.5,5.69E+04,72,1.37941997
num-300000,4.68E+05,1.01,97,0,2.96,0,0,0,0,0,0,0,0,1.02,0.985,4.87E+05,2.05,51.2,1.04,0.65,307,0.00063,0.506,140,0.000287,2.08,52,919,84.6,5.95E+04,146,1.442546274
